op_code(arp),mac_diferente_eth_arp,arp_packets_por_mac,arp_request_count,arp_reply_count,ratio_request_reply,Label
2,0,1869.0,954.0,915.0,1.0414847161572052,0
1,0,4334.0,2436.0,1898.0,1.282780410742496,0
1,0,1324.0,763.0,561.0,1.3576512455516014,0
1,0,810.0,512.0,298.0,1.7123745819397993,0
2,0,1664.0,1086.0,578.0,1.8756476683937824,0
2,0,2663.0,1391.0,1272.0,1.0926944226237234,0
2,0,1844.0,944.0,900.0,1.0477247502774696,0
1,0,1023.0,705.0,318.0,2.2100313479623823,0
2,0,771.0,377.0,394.0,0.9544303797468354,0
1,0,5919.0,3104.0,2815.0,1.1022727272727273,0
2,0,701.0,260.0,441.0,0.5882352941176471,0
1,0,1402.0,757.0,645.0,1.171826625386997,0
2,0,235.0,126.0,109.0,1.1454545454545455,0
1,0,5671.0,2966.0,2705.0,1.0960827790096084,0
1,0,1962.0,1008.0,954.0,1.0554973821989528,0
1,0,3384.0,1778.0,1606.0,1.1064094586185438,0
1,0,2208.0,1163.0,1045.0,1.1118546845124282,0
2,0,3563.0,2044.0,1519.0,1.3447368421052632,0
2,0,1121.0,758.0,363.0,2.0824175824175826,0
1,0,1523.0,818.0,705.0,1.158640226628895,0
2,0,3313.0,1780.0,1533.0,1.1603650586701435,0
2,0,659.0,401.0,258.0,1.5482625482625483,0
1,0,1406.0,1008.0,398.0,2.526315789473684,0
2,0,1364.0,770.0,594.0,1.2941176470588236,0
2,0,5705.0,2897.0,2808.0,1.0313278746885013,0
2,0,2205.0,1161.0,1044.0,1.1110047846889952,0
1,0,4127.0,2187.0,1940.0,1.1267387944358578,0
2,0,309.0,114.0,195.0,0.5816326530612245,0
2,0,623.0,225.0,398.0,0.5639097744360902,0
1,0,2068.0,1093.0,975.0,1.1198770491803278,0
2,0,2189.0,1424.0,765.0,1.8590078328981723,0
2,0,2853.0,1486.0,1367.0,1.0862573099415205,0
2,0,2253.0,1464.0,789.0,1.8531645569620254,0
1,0,2791.0,1491.0,1300.0,1.1460415065334357,0
2,0,1039.0,400.0,639.0,0.625,0
1,0,6649.0,3494.0,3155.0,1.1070975918884665,0
1,0,864.0,315.0,549.0,0.5727272727272728,0
1,0,3836.0,2168.0,1668.0,1.298981426003595,0
1,0,5747.0,3007.0,2740.0,1.097044874133528,0
1,0,209.0,104.0,105.0,0.9811320754716981,0
1,0,604.0,230.0,374.0,0.6133333333333333,0
1,0,809.0,304.0,505.0,0.6007905138339921,0
2,0,5996.0,3145.0,2851.0,1.10273492286115,0
2,0,5555.0,2822.0,2733.0,1.0321872713972202,0
1,0,177.0,97.0,80.0,1.1975308641975309,0
2,0,551.0,404.0,147.0,2.72972972972973,0
2,0,5787.0,2937.0,2850.0,1.0301648544370396,0
1,0,1647.0,921.0,726.0,1.2668500687757909,0
1,0,3739.0,1939.0,1800.0,1.0766240977234869,0
2,0,1668.0,660.0,1008.0,0.6541129831516352,0
1,0,1902.0,1249.0,653.0,1.9097859327217126,0
1,0,400.0,262.0,138.0,1.8848920863309353,0
2,0,3068.0,1609.0,1459.0,1.1020547945205479,0
2,0,1967.0,1304.0,663.0,1.963855421686747,0
1,0,1795.0,1207.0,588.0,2.0492359932088284,0
2,0,830.0,527.0,303.0,1.7335526315789473,0
1,0,3461.0,1861.0,1600.0,1.1623985009369144,0
2,0,4745.0,2510.0,2235.0,1.1225402504472273,0
1,0,1127.0,767.0,360.0,2.1246537396121883,0
2,0,2087.0,1101.0,986.0,1.115501519756839,0
1,0,5434.0,2763.0,2671.0,1.034056886227545,0
1,0,203.0,93.0,110.0,0.8378378378378378,0
1,0,47.0,42.0,5.0,7.0,0
2,0,648.0,235.0,413.0,0.5676328502415459,0
2,0,1335.0,877.0,457.0,1.9148471615720524,0
1,0,4710.0,2495.0,2215.0,1.1259025270758123,0
1,0,6268.0,3303.0,2965.0,1.1136210384356036,0
1,0,1607.0,758.0,849.0,0.8917647058823529,0
1,0,604.0,219.0,385.0,0.5673575129533679,0
2,0,1371.0,775.0,596.0,1.2981574539363485,0
2,0,1004.0,541.0,463.0,1.165948275862069,0
2,0,630.0,351.0,279.0,1.2535714285714286,0
1,0,2045.0,1085.0,960.0,1.1290322580645162,0
2,0,1284.0,823.0,461.0,1.7813852813852813,0
1,0,4042.0,2284.0,1758.0,1.2984650369528141,0
1,0,3525.0,1830.0,1695.0,1.0790094339622642,0
1,0,2297.0,1179.0,1117.0,1.054561717352415,0
1,0,426.0,216.0,210.0,1.0236966824644549,0
1,0,53.0,35.0,18.0,1.8421052631578947,0
1,0,4375.0,2462.0,1913.0,1.2863113897596656,0
1,0,1191.0,788.0,403.0,1.9504950495049505,0
1,0,6875.0,3595.0,3280.0,1.09570252971655,0
1,0,1103.0,750.0,353.0,2.1186440677966103,0
1,0,5204.0,2749.0,2455.0,1.119299674267101,0
2,0,1001.0,699.0,302.0,2.3069306930693068,0
2,0,1178.0,753.0,425.0,1.767605633802817,0
2,0,783.0,397.0,386.0,1.0258397932816536,0
2,0,816.0,515.0,301.0,1.705298013245033,0
1,0,619.0,344.0,275.0,1.2463768115942029,0
2,0,5869.0,3075.0,2794.0,1.1001788908765653,0
2,0,4234.0,2379.0,1855.0,1.2817887931034482,0
1,0,6721.0,3521.0,3200.0,1.0999687597625742,0
2,0,4271.0,2212.0,2059.0,1.0737864077669903,0
2,0,44.0,20.0,24.0,0.8,0
2,0,947.0,355.0,592.0,0.5986509274873525,0
2,0,500.0,185.0,315.0,0.5854430379746836,0
2,0,2394.0,1299.0,1095.0,1.1852189781021898,0
2,0,400.0,288.0,112.0,2.5486725663716814,0
2,0,1478.0,791.0,687.0,1.1497093023255813,0
2,0,1404.0,510.0,894.0,0.5698324022346368,0
2,0,703.0,469.0,234.0,1.995744680851064,0
2,0,1378.0,746.0,632.0,1.1785150078988942,0
1,0,270.0,145.0,125.0,1.1507936507936507,0
1,0,128.0,80.0,48.0,1.6326530612244898,0
2,0,1894.0,1244.0,650.0,1.9109062980030722,0
1,0,1294.0,748.0,546.0,1.3674588665447898,0
1,0,96.0,61.0,35.0,1.6944444444444444,0
1,0,2197.0,1197.0,1000.0,1.1958041958041958,0
2,0,2249.0,1234.0,1015.0,1.2145669291338583,0
2,0,1952.0,1097.0,854.0,1.2830409356725145,0
2,0,664.0,449.0,215.0,2.0787037037037037,0
1,0,3626.0,2073.0,1553.0,1.333976833976834,0
1,0,1884.0,1044.0,840.0,1.2413793103448276,0
1,0,3312.0,1909.0,1403.0,1.3596866096866096,0
1,0,168.0,90.0,78.0,1.139240506329114,0
2,0,1088.0,579.0,509.0,1.1352941176470588,0
2,0,100.0,61.0,39.0,1.525,0
2,0,1081.0,649.0,432.0,1.4988452655889146,0
1,0,1391.0,503.0,888.0,0.5658042744656918,0
2,0,6677.0,3505.0,3172.0,1.10463283958399,0
2,0,1084.0,738.0,346.0,2.126801152737752,0
2,0,1836.0,1020.0,816.0,1.2484700122399022,0
2,0,5369.0,2830.0,2539.0,1.1141732283464567,0
1,0,594.0,386.0,208.0,1.8468899521531101,0
2,0,5157.0,2720.0,2437.0,1.1156685808039377,0
1,0,215.0,80.0,135.0,0.5882352941176471,0
1,0,3416.0,1756.0,1660.0,1.0571944611679711,0
1,0,3219.0,1698.0,1521.0,1.1156373193166886,0
2,0,709.0,260.0,449.0,0.5777777777777777,0
2,0,3918.0,2032.0,1886.0,1.0768415474297828,0
2,0,269.0,150.0,119.0,1.25,0
1,0,5684.0,2974.0,2710.0,1.097012172630026,0
1,0,2488.0,1313.0,1175.0,1.1164965986394557,0
2,0,485.0,169.0,316.0,0.5331230283911672,0
1,0,783.0,508.0,275.0,1.8405797101449275,0
2,0,1383.0,651.0,732.0,0.888130968622101,0
1,0,3608.0,1883.0,1725.0,1.0909617612977984,0
2,0,2713.0,1624.0,1089.0,1.489908256880734,0
1,0,1217.0,497.0,720.0,0.6893203883495146,0
2,0,4739.0,2447.0,2292.0,1.0671609245529874,0
1,0,4362.0,2454.0,1908.0,1.285489785227868,0
2,0,6426.0,3380.0,3046.0,1.109287824089268,0
2,0,276.0,90.0,186.0,0.48128342245989303,0
2,0,4431.0,2355.0,2076.0,1.1338468945594609,0
2,0,2457.0,1345.0,1112.0,1.2084456424079066,0
1,0,1510.0,869.0,641.0,1.353582554517134,0
1,0,2438.0,1333.0,1105.0,1.2052441229656419,0
1,0,255.0,121.0,134.0,0.8962962962962963,0
2,0,4098.0,2170.0,1928.0,1.1249351995852774,0
1,0,1633.0,918.0,715.0,1.282122905027933,0
2,0,667.0,454.0,213.0,2.121495327102804,0
1,0,271.0,141.0,130.0,1.0763358778625953,0
2,0,3361.0,1726.0,1635.0,1.0550122249388754,0
2,0,159.0,86.0,73.0,1.162162162162162,0
1,0,946.0,580.0,366.0,1.5803814713896458,0
1,0,570.0,299.0,271.0,1.099264705882353,0
2,0,280.0,155.0,125.0,1.2301587301587302,0
2,0,5612.0,2852.0,2760.0,1.0329590727997102,0
1,0,834.0,464.0,370.0,1.2506738544474394,0
2,0,53.0,20.0,33.0,0.5882352941176471,0
1,0,1177.0,696.0,481.0,1.4439834024896265,0
1,0,636.0,440.0,196.0,2.233502538071066,0
1,0,5798.0,2942.0,2856.0,1.0297514875743787,0
1,0,694.0,446.0,248.0,1.7911646586345382,0
2,0,5853.0,2962.0,2891.0,1.024204702627939,0
2,0,920.0,343.0,577.0,0.5934256055363322,0
2,0,5944.0,3115.0,2829.0,1.1007067137809188,0
2,0,2485.0,1339.0,1146.0,1.167393199651264,0
2,0,22.0,10.0,12.0,0.7692307692307693,0
1,0,713.0,468.0,245.0,1.9024390243902438,0
2,0,5471.0,2875.0,2596.0,1.1070465922217945,0
1,0,471.0,161.0,310.0,0.5176848874598071,0
2,0,6324.0,3330.0,2994.0,1.1118530884808013,0
2,0,3467.0,1865.0,1602.0,1.1634435433562071,0
1,0,4512.0,2534.0,1978.0,1.28044466902476,0
1,0,41.0,16.0,25.0,0.6153846153846154,0
1,0,1730.0,1177.0,553.0,2.124548736462094,0
1,0,2371.0,1213.0,1157.0,1.0474956822107082,0
1,0,2082.0,1097.0,985.0,1.1125760649087222,0
1,0,1062.0,668.0,394.0,1.691139240506329,0
1,0,2138.0,1187.0,951.0,1.2468487394957983,0
1,0,3758.0,1952.0,1806.0,1.0802434975096846,0
2,0,229.0,136.0,93.0,1.446808510638298,0
1,0,1446.0,533.0,913.0,0.5831509846827133,0
2,0,5555.0,2910.0,2645.0,1.0997732426303855,0
1,0,19.0,9.0,10.0,0.8181818181818182,0
2,0,549.0,292.0,257.0,1.1317829457364341,0
1,0,507.0,277.0,230.0,1.199134199134199,0
1,0,581.0,305.0,276.0,1.1010830324909748,0
1,0,3474.0,1869.0,1605.0,1.163760896637609,0
2,0,4847.0,2689.0,2158.0,1.2454840203798054,0
2,0,597.0,424.0,173.0,2.4367816091954024,0
1,0,2173.0,1415.0,758.0,1.8642951251646904,0
2,0,1879.0,1044.0,835.0,1.2488038277511961,0
1,0,992.0,322.0,670.0,0.4798807749627422,0
1,0,1360.0,740.0,620.0,1.1916264090177133,0
1,0,2375.0,1217.0,1157.0,1.0509499136442142,0
2,0,1013.0,619.0,394.0,1.5670886075949366,0
2,0,496.0,175.0,321.0,0.5434782608695652,0
2,0,4613.0,2372.0,2241.0,1.0579839429081177,0
2,0,1743.0,969.0,774.0,1.2503225806451612,0
2,0,87.0,56.0,31.0,1.75,0
1,0,1484.0,794.0,690.0,1.1490593342981186,0
1,0,549.0,202.0,347.0,0.5804597701149425,0
1,0,2743.0,1635.0,1108.0,1.4743011722272317,0
2,0,2121.0,1116.0,1005.0,1.1093439363817097,0
2,0,1016.0,650.0,366.0,1.771117166212534,0
2,0,2305.0,1182.0,1122.0,1.0525378450578806,0
2,0,2169.0,1414.0,755.0,1.8703703703703705,0
1,0,2076.0,1150.0,926.0,1.2405609492988134,0
2,0,4211.0,2235.0,1976.0,1.1305007587253415,0
2,0,71.0,33.0,38.0,0.8461538461538461,0
1,0,1700.0,1162.0,538.0,2.155844155844156,0
1,0,1152.0,782.0,370.0,2.1078167115902966,0
1,0,5076.0,2783.0,2293.0,1.2131647776809067,0
1,0,3615.0,1890.0,1725.0,1.0950173812282735,0
1,0,43.0,28.0,15.0,1.75,0
2,0,287.0,160.0,127.0,1.25,0
2,0,1642.0,881.0,761.0,1.1561679790026247,0
1,0,474.0,164.0,310.0,0.5273311897106109,0
2,0,4151.0,2344.0,1807.0,1.2964601769911503,0
1,0,867.0,318.0,549.0,0.5781818181818181,0
1,0,797.0,513.0,284.0,1.8,0
2,0,2946.0,1570.0,1376.0,1.140159767610748,0
2,0,633.0,439.0,194.0,2.2512820512820513,0
1,0,1473.0,788.0,685.0,1.1486880466472302,0
1,0,1536.0,583.0,953.0,0.6111111111111112,0
2,0,2602.0,1371.0,1231.0,1.1128246753246753,0
2,0,4154.0,2200.0,1954.0,1.1253196930946292,0
2,0,606.0,220.0,386.0,0.5684754521963824,0
1,0,820.0,517.0,303.0,1.700657894736842,0
1,0,5459.0,2869.0,2590.0,1.1072944808954073,0
2,0,42.0,36.0,6.0,5.142857142857143,0
1,0,179.0,99.0,80.0,1.2222222222222223,0
2,0,4167.0,2210.0,1957.0,1.128702757916241,0
1,0,2151.0,1403.0,748.0,1.8731642189586115,0
2,0,3695.0,1922.0,1773.0,1.0834272829763247,0
1,0,1639.0,1076.0,563.0,1.9078014184397163,0
1,0,445.0,150.0,295.0,0.5067567567567568,0
1,0,1960.0,1006.0,954.0,1.0534031413612566,0
2,0,5687.0,2975.0,2712.0,1.0965720604496867,0
2,0,2127.0,1121.0,1006.0,1.1132075471698113,0
2,0,1525.0,721.0,804.0,0.8956521739130435,0
1,0,707.0,392.0,315.0,1.240506329113924,0
1,0,1945.0,1297.0,648.0,1.9984591679506933,0
1,0,2114.0,1381.0,733.0,1.8814713896457766,0
1,0,444.0,149.0,295.0,0.5033783783783784,0
1,0,8.0,5.0,3.0,1.25,0
2,0,27.0,26.0,1.0,13.0,0
1,0,6055.0,3180.0,2875.0,1.105702364394993,0
1,0,41.0,36.0,5.0,6.0,0
1,0,1040.0,345.0,695.0,0.4956896551724138,0
2,0,615.0,220.0,395.0,0.5555555555555556,0
2,0,40.0,32.0,8.0,3.5555555555555554,0
1,0,1707.0,946.0,761.0,1.2414698162729658,0
2,0,4258.0,2255.0,2003.0,1.125249500998004,0
1,0,6023.0,3067.0,2956.0,1.0371998647277647,0
1,0,1430.0,936.0,493.0,1.894736842105263,0
1,0,6178.0,3142.0,3036.0,1.0345735923608825,0
2,0,6903.0,3610.0,3293.0,1.0959319975713417,0
2,0,2094.0,1155.0,939.0,1.2287234042553192,0
2,0,1040.0,724.0,316.0,2.2839116719242902,0
1,0,1201.0,476.0,725.0,0.6556473829201102,0
2,0,1069.0,415.0,654.0,0.6335877862595419,0
1,0,146.0,81.0,65.0,1.2272727272727273,0
2,0,1554.0,836.0,718.0,1.1627260083449236,0
2,0,1173.0,624.0,549.0,1.1345454545454545,0
2,0,2076.0,1096.0,980.0,1.1172273190621815,0
2,0,684.0,250.0,434.0,0.5747126436781609,0
2,0,2982.0,1749.0,1233.0,1.4173419773095624,0
1,0,2847.0,1517.0,1330.0,1.1397445529676935,0
2,0,100.0,50.0,50.0,0.9803921568627451,0
2,0,3652.0,1902.0,1750.0,1.0862364363221018,0
2,0,2703.0,1450.0,1253.0,1.1562998405103668,0
1,0,3583.0,1877.0,1706.0,1.0995899238429994,0
1,0,225.0,164.0,61.0,2.6451612903225805,0
2,0,446.0,246.0,200.0,1.2238805970149254,0
1,0,5620.0,2945.0,2675.0,1.100523168908819,0
1,0,6240.0,3290.0,2950.0,1.1148763131141985,0
1,0,6919.0,3619.0,3300.0,1.0963344441078462,0
2,0,76.0,53.0,23.0,2.2083333333333335,0
2,0,1119.0,754.0,365.0,2.060109289617486,0
2,0,2319.0,1187.0,1131.0,1.0485865724381624,0
2,0,1753.0,974.0,779.0,1.2487179487179487,0
1,0,131.0,74.0,57.0,1.2758620689655173,0
2,0,4129.0,2334.0,1795.0,1.299554565701559,0
2,0,1578.0,894.0,684.0,1.3051094890510948,0
2,0,583.0,210.0,373.0,0.5614973262032086,0
2,0,4113.0,2122.0,1991.0,1.0652610441767068,0
2,0,3742.0,2005.0,1737.0,1.1536248561565017,0
2,0,1187.0,636.0,551.0,1.1521739130434783,0
1,0,477.0,321.0,156.0,2.0445859872611467,0
1,0,73.0,53.0,20.0,2.5238095238095237,0
1,0,5039.0,2756.0,2283.0,1.2066549912434326,0
1,0,2265.0,1195.0,1070.0,1.11577964519141,0
2,0,3643.0,1906.0,1737.0,1.0966628308400461,0
2,0,2242.0,1157.0,1084.0,1.0663594470046083,0
1,0,3088.0,1648.0,1440.0,1.1436502428868842,0
2,0,1947.0,1097.0,849.0,1.2905882352941176,0
1,0,4379.0,2263.0,2116.0,1.0689655172413792,0
1,0,2381.0,1218.0,1162.0,1.047291487532244,0
2,0,1053.0,350.0,703.0,0.4971590909090909,0
1,0,1359.0,769.0,590.0,1.3011844331641287,0
2,0,168.0,90.0,78.0,1.139240506329114,0
1,0,5145.0,2715.0,2430.0,1.1168243521184698,0
2,0,5576.0,2832.0,2744.0,1.0316939890710382,0
2,0,4908.0,2709.0,2199.0,1.2313636363636364,0
1,0,2326.0,1443.0,883.0,1.6323529411764706,0
2,0,1267.0,734.0,533.0,1.3745318352059925,0
1,0,1250.0,670.0,580.0,1.153184165232358,0
2,0,3530.0,1895.0,1635.0,1.1583129584352079,0
1,0,2388.0,1297.0,1091.0,1.1877289377289377,0
2,0,2807.0,1669.0,1138.0,1.4653204565408253,0
1,0,4240.0,2194.0,2046.0,1.0718124084025402,0
1,0,1808.0,1033.0,774.0,1.3329032258064517,0
2,0,4367.0,2315.0,2052.0,1.1276181198246469,0
2,0,1352.0,779.0,573.0,1.3571428571428572,0
2,0,2712.0,1434.0,1278.0,1.1211884284597342,0
1,0,759.0,481.0,278.0,1.7240143369175627,0
2,0,331.0,126.0,205.0,0.6116504854368932,0
1,0,1045.0,725.0,320.0,2.2585669781931466,0
1,0,6288.0,3313.0,2975.0,1.113239247311828,0
2,0,248.0,140.0,108.0,1.2844036697247707,0
1,0,5838.0,3058.0,2780.0,1.0996044588277598,0
2,0,1484.0,997.0,487.0,2.043032786885246,0
2,0,1606.0,625.0,981.0,0.6364562118126272,0
1,0,3263.0,1722.0,1541.0,1.1167315175097277,0
2,0,2050.0,1086.0,964.0,1.1253886010362695,0
2,0,2608.0,1584.0,1024.0,1.5453658536585366,0
2,0,1056.0,398.0,658.0,0.6039453717754173,0
1,0,1818.0,1215.0,603.0,2.01158940397351,0
1,0,106.0,66.0,40.0,1.6097560975609757,0
1,0,628.0,384.0,244.0,1.5673469387755101,0
1,0,2653.0,1600.0,1053.0,1.5180265654648957,0
1,0,36.0,24.0,12.0,1.8461538461538463,0
1,0,4.0,4.0,0.0,4.0,0
2,0,367.0,130.0,237.0,0.5462184873949579,0
1,0,1071.0,731.0,340.0,2.1436950146627565,0
2,0,2014.0,1294.0,720.0,1.794729542302358,0
2,0,2485.0,1257.0,1227.0,1.023615635179153,0
2,0,2274.0,1201.0,1073.0,1.1182495344506518,0
1,0,1112.0,382.0,730.0,0.5225718194254446,0
2,0,627.0,351.0,276.0,1.2671480144404332,0
1,0,746.0,411.0,335.0,1.2232142857142858,0
2,0,2991.0,1595.0,1396.0,1.141732283464567,0
2,0,6351.0,3345.0,3006.0,1.112404389757233,0
2,0,1053.0,729.0,324.0,2.243076923076923,0
1,0,4284.0,2406.0,1878.0,1.28046833422033,0
2,0,310.0,170.0,140.0,1.2056737588652482,0
1,0,564.0,314.0,250.0,1.250996015936255,0
2,0,3998.0,2072.0,1926.0,1.0752464971458224,0
2,0,63.0,30.0,33.0,0.8823529411764706,0
2,0,3854.0,2179.0,1675.0,1.3001193317422435,0
2,0,56.0,41.0,15.0,2.5625,0
1,0,2044.0,1346.0,698.0,1.9256080114449212,0
1,0,135.0,95.0,40.0,2.317073170731707,0
1,0,110.0,70.0,40.0,1.7073170731707317,0
2,0,5480.0,2875.0,2605.0,1.1032233307751342,0
1,0,582.0,217.0,365.0,0.592896174863388,0
2,0,2635.0,1420.0,1215.0,1.167763157894737,0
1,0,992.0,606.0,386.0,1.565891472868217,0
2,0,2854.0,1520.0,1334.0,1.1385767790262171,0
1,0,3870.0,2187.0,1683.0,1.2986935866983373,0
1,0,247.0,107.0,140.0,0.7588652482269503,0
1,0,1294.0,699.0,595.0,1.1728187919463087,0
2,0,2955.0,1554.0,1401.0,1.108416547788873,0
2,0,1766.0,941.0,825.0,1.139225181598063,0
1,0,2566.0,1351.0,1215.0,1.1110197368421053,0
1,0,3607.0,1882.0,1725.0,1.0903823870220162,0
2,0,3367.0,1769.0,1598.0,1.1063164477798624,0
1,0,256.0,136.0,120.0,1.1239669421487604,0
2,0,490.0,180.0,310.0,0.5787781350482315,0
1,0,1976.0,1313.0,663.0,1.9774096385542168,0
2,0,1067.0,739.0,328.0,2.2462006079027357,0
1,0,5648.0,2872.0,2776.0,1.034209578682031,0
2,0,3873.0,2012.0,1861.0,1.0805585392051558,0
2,0,988.0,604.0,384.0,1.568831168831169,0
1,0,5510.0,2799.0,2711.0,1.032079646017699,0
1,0,696.0,256.0,440.0,0.5804988662131519,0
2,0,882.0,552.0,330.0,1.6676737160120847,0
1,0,2016.0,1120.0,896.0,1.2486064659977703,0
1,0,775.0,425.0,350.0,1.210826210826211,0
1,0,1688.0,948.0,740.0,1.2793522267206479,0
1,0,1969.0,1054.0,915.0,1.1506550218340612,0
1,0,36.0,30.0,6.0,4.285714285714286,0
1,0,6099.0,3209.0,2890.0,1.1099965409892771,0
2,0,2476.0,1514.0,962.0,1.5721703011422639,0
1,0,4987.0,2576.0,2411.0,1.0679933665008292,0
1,0,1038.0,723.0,315.0,2.287974683544304,0
1,0,742.0,312.0,430.0,0.7238979118329466,0
2,0,45.0,36.0,9.0,3.6,0
1,0,781.0,258.0,523.0,0.49236641221374045,0
1,0,3288.0,1688.0,1600.0,1.0543410368519675,0
1,0,5826.0,3051.0,2775.0,1.0990634005763689,0
2,0,2735.0,1444.0,1291.0,1.1176470588235294,0
1,0,3797.0,1976.0,1821.0,1.0845225027442371,0
1,0,1003.0,383.0,620.0,0.6167471819645732,0
1,0,967.0,363.0,604.0,0.6,0
1,0,3432.0,1847.0,1585.0,1.164564943253468,0
2,0,25.0,18.0,7.0,2.25,0
1,0,856.0,542.0,314.0,1.7206349206349207,0
1,0,3150.0,1837.0,1313.0,1.3980213089802132,0
1,0,3263.0,1748.0,1515.0,1.1530343007915567,0
2,0,2384.0,1294.0,1090.0,1.1860678276810266,0
1,0,5893.0,2992.0,2901.0,1.031013094417643,0
1,0,5608.0,2938.0,2670.0,1.0999625608386372,0
2,0,2230.0,1224.0,1006.0,1.2154915590863953,0
1,0,2612.0,1372.0,1240.0,1.1055600322320709,0
1,0,1517.0,812.0,705.0,1.1501416430594902,0
1,0,200.0,100.0,100.0,0.9900990099009901,0
2,0,2193.0,1195.0,998.0,1.1961961961961962,0
2,0,1052.0,729.0,323.0,2.25,0
1,0,3519.0,1824.0,1695.0,1.0754716981132075,0
2,0,2247.0,1459.0,788.0,1.8491761723700888,0
1,0,1616.0,1051.0,565.0,1.8568904593639577,0
2,0,2099.0,1106.0,993.0,1.1126760563380282,0
1,0,1670.0,940.0,730.0,1.2859097127222983,0
2,0,6484.0,3410.0,3074.0,1.1089430894308943,0
1,0,5308.0,2717.0,2591.0,1.0482253086419753,0
2,0,6504.0,3420.0,3084.0,1.1085899513776336,0
2,0,4256.0,2389.0,1867.0,1.2789079229122056,0
1,0,581.0,216.0,365.0,0.5901639344262295,0
2,0,4135.0,2190.0,1945.0,1.1253854059609456,0
1,0,842.0,294.0,548.0,0.5355191256830601,0
2,0,6678.0,3505.0,3173.0,1.1042848141146817,0
2,0,282.0,146.0,136.0,1.0656934306569343,0
1,0,4249.0,2254.0,1995.0,1.129258517034068,0
1,0,1396.0,657.0,739.0,0.8878378378378379,0
2,0,769.0,421.0,348.0,1.2063037249283668,0
1,0,6067.0,3187.0,2880.0,1.1062131204442902,0
1,0,243.0,123.0,120.0,1.0165289256198347,0
2,0,1533.0,580.0,953.0,0.6079664570230608,0
2,0,5240.0,2770.0,2470.0,1.121003642250101,0
2,0,173.0,76.0,97.0,0.7755102040816326,0
2,0,303.0,166.0,137.0,1.2028985507246377,0
1,0,1078.0,743.0,335.0,2.2113095238095237,0
1,0,406.0,265.0,141.0,1.8661971830985915,0
2,0,425.0,168.0,257.0,0.6511627906976745,0
2,0,86.0,40.0,46.0,0.851063829787234,0
1,0,4313.0,2237.0,2076.0,1.0770341839191142,0
1,0,2259.0,1466.0,793.0,1.8463476070528968,0
1,0,205.0,100.0,105.0,0.9433962264150944,0
1,0,4078.0,2158.0,1920.0,1.1233732431025507,0
1,0,4185.0,2220.0,1965.0,1.1291963377416072,0
2,0,6772.0,3545.0,3227.0,1.0982032218091697,0
1,0,1028.0,713.0,315.0,2.2563291139240507,0
1,0,63.0,33.0,30.0,1.064516129032258,0
1,0,2163.0,1365.0,798.0,1.7083854818523154,0
1,0,5244.0,2688.0,2556.0,1.0512319123973406,0
1,0,4124.0,2331.0,1793.0,1.2993311036789297,0
2,0,279.0,90.0,189.0,0.47368421052631576,0
2,0,1074.0,739.0,335.0,2.199404761904762,0
2,0,2446.0,1247.0,1198.0,1.0400333611342785,0
1,0,1150.0,772.0,378.0,2.0369393139841687,0
1,0,1229.0,659.0,570.0,1.1541155866900175,0
1,0,1054.0,561.0,493.0,1.1356275303643724,0
2,0,5761.0,3015.0,2746.0,1.0975609756097562,0
1,0,3461.0,1786.0,1675.0,1.0656324582338903,0
2,0,564.0,209.0,355.0,0.5870786516853933,0
2,0,1994.0,1066.0,928.0,1.147470398277718,0
1,0,564.0,234.0,330.0,0.7069486404833837,0
1,0,1620.0,766.0,854.0,0.895906432748538,0
1,0,428.0,182.0,246.0,0.7368421052631579,0
2,0,2777.0,1485.0,1292.0,1.148491879350348,0
1,0,1031.0,401.0,630.0,0.6354992076069731,0
1,0,1550.0,1027.0,523.0,1.9599236641221374,0
1,0,312.0,120.0,192.0,0.6217616580310881,0
1,0,4393.0,2333.0,2060.0,1.1319747695293547,0
1,0,1568.0,878.0,690.0,1.2706222865412446,0
1,0,32.0,12.0,20.0,0.5714285714285714,0
1,0,2673.0,1393.0,1280.0,1.0874316939890711,0
2,0,247.0,175.0,72.0,2.3972602739726026,0
1,0,1719.0,1171.0,548.0,2.132969034608379,0
1,0,239.0,129.0,110.0,1.162162162162162,0
1,0,63.0,33.0,30.0,1.064516129032258,0
1,0,605.0,395.0,210.0,1.872037914691943,0
1,0,548.0,402.0,146.0,2.7346938775510203,0
2,0,2563.0,1390.0,1173.0,1.1839863713798977,0
2,0,188.0,135.0,53.0,2.5,0
1,0,4736.0,2643.0,2093.0,1.2621776504297995,0
2,0,4243.0,2250.0,1993.0,1.1283851554663993,0
2,0,4815.0,2487.0,2328.0,1.0678402747960498,0
1,0,1795.0,995.0,800.0,1.2421972534332084,0
2,0,81.0,48.0,33.0,1.411764705882353,0
1,0,2751.0,1471.0,1280.0,1.1483216237314597,0
2,0,2782.0,1469.0,1313.0,1.1179604261796043,0
2,0,285.0,195.0,90.0,2.142857142857143,0
2,0,3768.0,1957.0,1811.0,1.0800220750551877,0
2,0,319.0,222.0,97.0,2.2653061224489797,0
1,0,1781.0,986.0,795.0,1.2386934673366834,0
2,0,229.0,155.0,74.0,2.066666666666667,0
2,0,139.0,65.0,74.0,0.8666666666666667,0
1,0,2006.0,1115.0,891.0,1.25,0
2,0,860.0,542.0,318.0,1.6990595611285266,0
2,0,5693.0,2892.0,2801.0,1.032119914346895,0
